word,transcription,definition
𐀀𐀐𐀴𐀪𐀊,a-ke-ti-ri-ja,Bernabé & Luján 2008: worker producer finisher Chadwick 1988: Occupational agent noun Aura Jorro 1985: un nombre de agente en -τρια probablemente relacionado con el a-ke-te Ruijgh 1963: Occupational agent noun as 'finishers' from Classical Greek ἀσκέω Spelling variants: a-ke-ti-ra2 maybe a-ze-ti-ri-ja  dative plural Aura Jorro 1985: dativo plural ra-su-to: KN Ai MUL: KN Ai Quora.com: Is the letter ξ ksi pronounced as ks or gz in Ancient Greek names? Auro Jorro Francisco 1985 Diccionario Micénico vol. I Bernabé Alberto and Eugenio Luján 2008 A Companion to Linear B: Mycenaean Greek Texts and their World “Mycenaean Technology” Chadwick John 1988. Texts Tables and Scribes: Studies in Mycenaean Epigraphy & Economy (Suplementos a MINOS num. 10) “The Women of Pylos” p. 78 Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀐𐀴𐀪𐀊,a-ke-ti-ri-ja,Bernabé & Luján 2008: worker producer finisher Chadwick 1988: Occupational agent noun Aura Jorro 1985: un nombre de agente en -τρια probablemente relacionado con el a-ke-te Ruijgh 1963: Occupational agent noun as 'finishers' from Classical Greek ἀσκέω Spelling variants: a-ke-ti-ra2 maybe a-ze-ti-ri-ja  dative plural Aura Jorro 1985: dativo plural ra-su-to: KN Ai MUL: KN Ai Quora.com: Is the letter ξ ksi pronounced as ks or gz in Ancient Greek names? Auro Jorro Francisco 1985 Diccionario Micénico vol. I Bernabé Alberto and Eugenio Luján 2008 A Companion to Linear B: Mycenaean Greek Texts and their World “Mycenaean Technology” Chadwick John 1988. Texts Tables and Scribes: Studies in Mycenaean Epigraphy & Economy (Suplementos a MINOS num. 10) “The Women of Pylos” p. 78 Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀐𐀴𐀪𐀊,a-ke-ti-ri-ja,Bernabé & Luján 2008: worker producer finisher Chadwick 1988: Occupational agent noun Aura Jorro 1985: un nombre de agente en -τρια probablemente relacionado con el a-ke-te Ruijgh 1963: Occupational agent noun as 'finishers' from Classical Greek ἀσκέω Spelling variants: a-ke-ti-ra2 maybe a-ze-ti-ri-ja  dative plural Aura Jorro 1985: dativo plural ra-su-to: KN Ai MUL: KN Ai Quora.com: Is the letter ξ ksi pronounced as ks or gz in Ancient Greek names? Auro Jorro Francisco 1985 Diccionario Micénico vol. I Bernabé Alberto and Eugenio Luján 2008 A Companion to Linear B: Mycenaean Greek Texts and their World “Mycenaean Technology” Chadwick John 1988. Texts Tables and Scribes: Studies in Mycenaean Epigraphy & Economy (Suplementos a MINOS num. 10) “The Women of Pylos” p. 78 Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀐𐀴𐁈,a-ke-ti-ra2,"Bernabé & Luján 2008: worker producer finisher Chadwick 1988: occupational agent noun Ruijgh 1963: occupational agent noun as 'finishers' cf. Homeric ἀσκέω  spelling variant Aura Jorro 1985: variante gráfica de a-ke-ti-ra2  spelling variant  genitive Aura Jorro Francisco 1985 Diccionario Micénico vol. I Bernabé Alberto and Eugenio Luján 2008 A Companion to Linear B: Mycenaean Greek Texts and their World """"Mycenaean Technology"""" Chadwick John 1988 Texts Tablets and Scribes: Studies in Mycenaean Epigraphy & Economy (Suplementos a MINOS num. 10) “The Women of Pylos” p. 78 Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Ruijgh TBD"
𐀀𐀐𐀵𐀫,a-ke-to-ro,"McArthur 1993: uncertain title  """"meaning and case unclear"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek McArthur Jennifer K. 1993 Suplementos a MINOS núm. 9 “Place-names in the Knossos Tablets Identification and Location”"
𐀀𐀐𐀷𐀲,a-ke-wa-ta,anthroponym cf. a-ki-wa-ta Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀐𐀷𐀵,a-ke-wa-to,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀐𐁀,a-ke-a2,'wine jars'? cf. ἄγγος Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀐𐁈𐀳,a-ke-ra2-te,'collecting gathering'? cf. ἀγείρω Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀑𐀩𐀄,a-ki-re-u,anthroponym cf. Ἀχιλλεύς Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀑𐀪,a-ki-ri,ridge edge
𐀀𐀑𐀪𐀊,a-ki-ri-ja,'wild creatures' describing goats cf. ἄγριος Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀑𐀴𐀪𐀊,a-ki-ti-ri-ja,wild
𐀀𐀑𐀴𐀵,a-ki-ti-to,adjective describing land 'not inhabited'? cf. ἄκτιτος ki-ti-me-na Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀑𐀵,a-ki-to,"Ilievski 1996: anthroponym cf. Alkithōi probably a short form of Ἀλχίθος and Ἄλχιτος Ilievski 1996: genitive of a-ki-to Ilievski Petar Hr. 1996 Attí e memorie del secondo congresso internazionale di micenologia vol. 1 Filologia “The Mycenaean Personal Names in -to with regard to the derivatives from verbal adjectives"""""
𐀀𐀑𐀷𐀲,a-ki-wa-ta,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀑𐀺𐀛𐀍,a-ki-wo-ni-jo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀒𐀂𐀅,a-ko-i-da,anthroponym KN Dl: qa-nwa-so KN Dl: OVIS LANA Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀒𐀅𐀗,a-ko-da-mo,"Ruijgh 2011: anthroponym cf. a-ko-ro-da-mo from an original meaning of 'flashing' dissimilated into ἀργός 'brilliant white' < *ἀργρός 'swift' Duhoux 2008: probable anthroponym not related to a-ko-ro-da-mo Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I """"Mycenaean Anthology"""" Ruijgh C. J. 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) """"Mycenaean and Homeric Language"""""
𐀀𐀒𐀅𐀗,a-ko-da-mo,"Ruijgh 2011: anthroponym cf. a-ko-ro-da-mo from an original meaning of 'flashing' dissimilated into ἀργός 'brilliant white' < *ἀργρός 'swift' Duhoux 2008: probable anthroponym not related to a-ko-ro-da-mo Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I """"Mycenaean Anthology"""" Ruijgh C. J. 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) """"Mycenaean and Homeric Language"""""
𐀀𐀒𐀅𐀗,a-ko-da-mo,"Ruijgh 2011: anthroponym cf. a-ko-ro-da-mo from an original meaning of 'flashing' dissimilated into ἀργός 'brilliant white' < *ἀργρός 'swift' Duhoux 2008: probable anthroponym not related to a-ko-ro-da-mo Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I """"Mycenaean Anthology"""" Ruijgh C. J. 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) """"Mycenaean and Homeric Language"""""
𐀀𐀒𐀗𐀛𐀍,a-ko-mo-ni-jo,anthroponym cf. Ἂκμων Ἀκμονίδης Aura Jorro 1985: antropónimo masculino nominativo. Probablemente un único individuo relacionado con la economía del ganado lanar en ku-ta-to. KN De KN Dk: ku-ta-to KN De: OVIS KN Dk: OVIS LANA Aura Jorro Francisco 1985 Diccionario Micénico vol. I Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀒𐀨,a-ko-ra,ἀγορά public assembly gathering but more like αγειρω collection Doria 1958: flock  1. belonging to the agora nom. pl. masc.? 2. anthroponym  belonging to the agora nom. plur. neut. Chadwick John and Michael Ventris 1959 Documents in Mycenaean Greek Doria Mario 1958 Interpretazioni di testi micenei ii
𐀀𐀒𐀨𐀍,a-ko-ra-jo,1. (KN Co) belonging to the a-ko-ra 2. (KN As) anthroponym  nominative plural neuter of a-ko-ra-jo1 Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀒𐀫,a-ko-ro,field country
𐀀𐀒𐀫,a-ko-ro,"(probably an anthroponym at KN Dl)  """"qualified by adjective to form geographical name"""" cf. ἀγρός 'territory' Wiktionary: field country cf. ἀγρός • Sumerian /agar/ field • Akkadian /ikkar/ field • Latin /ager/ field and /agere/ to drive • English acre Appears in the context of sa-qa-re-jo on KN Dl 7138+. OVIS: KN Dl ra-ja: KN Dl Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀀𐀒𐀫𐀅𐀗,a-ko-ro-da-mo,"Ramón 2011: anthroponym """"determinative [compound] in which one of the elements is qualified by the other"""" cf. Ἀκρό-δημος 'head of the community' Duhoux 2008: """"[ a-ko-da-mo and a-ko-ro-da-mo] cannot both represent agorodēmos and are in fact likely to correspond to two different [anthroponyms].""""  anthroponym genitive cf. Ἀκρόδημος Appears as """"] wo-ro-ka-ne  a-ko-ro-(da)-mo-jo VIR 3"""" on KN B 1025+. FAR: TH Gp VIN: TH Gp? VIR: KN B Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I (ed. Yves Duhoux and Anna Morpurgo Davies) """"Mycenaean Anthology"""" Ramón J.L. García 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) “Mycenaean Onomastics”"
𐀀𐀒𐀫𐀦𐀫,a-ko-ro-qo-ro,"anthroponym cf. Latin Agricola Killen 1964: a shepherd's name KN Da: e-ki-no o-ku-no au-ri-jo po-i-te-u KN Da: a-ka KN Da: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Killen J.T. 1964 British School at Athens (BSA) 59 """"The Wool Industry of Crete in the Late Bronze Age"""""
𐀀𐀒𐀫𐀲,a-ko-ro-ta,probably an anthroponym CAP: KN Mc *150: KN Mc *190: MY Go Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀒𐀫𐀸,a-ko-ro-we,description of oxen possibly 'of uniform colour' Gallavotti TBD: 'with pointed ears'  nominative dual of a-ko-ro-we  variant spelling of dual of a-ko-ro-we Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Gallavotti TBD
𐀀𐀒𐀰𐀚,a-ko-so-ne,axes
𐀀𐀒𐀰𐀚,a-ko-so-ne,'shafts axles' cf. ἄξων Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀒𐀰𐀲,a-ko-so-ta,"anthroponym """"an important official"""" cf. Ἀλκοίτας Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀀𐀒𐀳𐀄,a-ko-te-u,anthroponym cf. Ἀκοτεύς Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀒𐀵,a-ko-to,anthroponym cf. Ἄκτωρ TUN: KN Sc Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀒𐀵𐀜,a-ko-to-no,'not possessing a plot' nominative plural masculine Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀒𐀵𐀺,a-ko-to-wo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀒𐀸𐀂𐀊,a-ko-we-i-ja,meaning obscure Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀒𐀺,a-ko-wo,meaning obscure Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀓𐀇𐀪𐀍,a-ku-di-ri-jo,anthroponym OVIS: KN Dc e-ko-so: KN Dc Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀓𐀙𐀂,a-ku-na-i,"(as a-ku-(na)-i) McArthur 1993  toponym locative plural (as a-ku-do-i) Hart 1965: toponym connected with do-ti-ja a-ku-(na)-i spelling confirmed with Killen & Olivier 1989. OVIS: KN Ce Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Hart G.R. 1965 Mnemosyne 18 “The Grouping of Place-Names in the Knossos Tablets” Killen J. T. and Jean-Pierre Olivier 1989 The Knossos Tablets 5th Ed. McArthur Jennifer 1993 Suplementos a MINOS núm. 9 """"Place-Names in the Knossos Tablets Identification and Location"""""
𐀀𐀓𐀪𐀍,a-ku-ri-jo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀓𐀫,a-ku-ro,silver cf. ἄργυρος Wiktionary: silver Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀓𐀫,a-ku-ro,silver
𐀀𐀓𐀶𐀬𐀺,a-ku-tu-ru-wo,
𐀀𐀓𐀺,a-ku-wo,probable anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀔,a-ma,harvest cf. ἀμάω reap or ἀμάομαι ἀμή collect Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek see also: comments on GRA
𐀀𐀔𐀒𐀵,a-ma-ko-to,month name genitive? cf. αἱμακτός OLE: KN Fp Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀔𐀜,a-ma-no,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀔𐀬𐀲,a-ma-ru-ta,anthroponym cf. Ἀμαρυγχεύς Ἀμαρύνθιος  genitive of a-ma-ru-ta Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀔𐀬𐀵,a-ma-ru-to,"del Freo 2009: Euboean toponym cf. Ἀμάρυνθος """"famous in ancient times for a sanctuary of Artemis"""" Chadwick & Spyropoulos 1975: toponym Amarunthos in Boeotia  allative of a-ma-ru-to LANA: TH Of SUS: TH Wu pa-pa-ra-ki: TH Of qe-ri-jo-jo: TH Wu Chadwick John and Theodors Spyropoulos 1975 The Thebes Tablets II Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek del Freo Maurizio 2009 Pasiphae: Rivista di Filologia e Antichità Egee III """"The Geographical Names in the Linear B Texts from Thebes"""""
𐀀𐀔𐀵𐀺,a-ma-to-wo,anthroponym cf. Ἀμαθοῦς? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀔𐀶𐀙,a-ma-tu-na,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀔𐀶𐀙,a-ma-tu-na,deity name
𐀀𐀕𐀀,a-me-a,anthroponym KN Da: a-ke-e-to LANA: KN Od OVIS: KN Da pa-i-to: KN Od? ra-su-to: KN Da Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀕𐀊,a-me-ja,anthroponym cf. (-to genitive) a-te-mi-to e-mi-to me-ri-to o-we-to  genitive of a-me-ja a-me-ja KN F: a-e-da-do-rohapax anthroponym a-ta-ti-nuanthroponym a-me-ja-to PY Sa: a-re-to-tohapax genitive anthroponym a-te-wo-johapax genitive anthroponym e-ke-i-jo-johapax genitive anthroponym [[e-pi-wo-qa-ta-o]]hapax genitive anthroponym [[ke-ro-ke-re-we-o]]hapax genitive anthroponym [[qa-sa-re-o]]hapax genitive anthroponym [[se-we-ri-ko-jo]]hapax genitive anthroponym tu-ri-si-jo-jogenitive ethnic [[wo-ro-ko-jo]]hapax genitive anthroponym etc. PY Sa: ROTA+TE Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀕𐀊𐀯,a-me-ja-si,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀕𐀜,a-me-no,anthroponym cf. Ἄρμενος Ἄσμενος Ἀμείνων Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀕𐀵,a-me-to,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀖𐀊,a-mi-ja,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀖𐀐𐀳𐀵,a-mi-ke-te-to,anthroponym? LANA: KN Od Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀖𐀛𐀰,a-mi-ni-so,amnesos (placename)
𐀀𐀖𐀛𐀰,a-mi-ni-so,"Chadwick & Ventris 1959: toponym Amnisos 'Αμνισος Toponym: a-mi-ni-so Ethnics: a-mi-ni-si-jo a-mi-ni-si-ja Allative: a-mi-ni-so-de Appears as """"a-mi-ni-so  / pa-si-te-o-i"""" on KN Fp 1+. Appears as """"a-mi-ni-so-de  / pa-si-te-o-i"""" on KN Fp 48. (see also KN Ga 953+) Appears as """"a-mi-ni-so ke-re-na"""" on KN M 719. Appears as """"[[pa-ze]]  a-mi-ni-so"""" on KN V 114+ verso. a-mi-ni-si-ja (KN E): ko-no-si-jaethnic pa-i-ti-jaethnic a-mi-ni-si-jo (KN Am): ko-no-si-joethnic do-e-ra: KN Ai GRA: KN E ko-wo: KN Ak LUNA: KN E M: KN Og? MA: KN Ga? ME+RI: KN Gg MUL: KN Ai? OLE: KN Fh KN Fp VIR: KN Am PY An *146: KN M? ku-pe-se-ro: KN Og? me-to-rera-su-to: KN Og? ne-ri-wa-to: KN Og? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀀𐀖𐀛𐀰,a-mi-ni-so,"Chadwick & Ventris 1959: toponym Amnisos 'Αμνισος Toponym: a-mi-ni-so Ethnics: a-mi-ni-si-jo a-mi-ni-si-ja Allative: a-mi-ni-so-de Appears as """"a-mi-ni-so  / pa-si-te-o-i"""" on KN Fp 1+. Appears as """"a-mi-ni-so-de  / pa-si-te-o-i"""" on KN Fp 48. (see also KN Ga 953+) Appears as """"a-mi-ni-so ke-re-na"""" on KN M 719. Appears as """"[[pa-ze]]  a-mi-ni-so"""" on KN V 114+ verso. a-mi-ni-si-ja (KN E): ko-no-si-jaethnic pa-i-ti-jaethnic a-mi-ni-si-jo (KN Am): ko-no-si-joethnic do-e-ra: KN Ai GRA: KN E ko-wo: KN Ak LUNA: KN E M: KN Og? MA: KN Ga? ME+RI: KN Gg MUL: KN Ai? OLE: KN Fh KN Fp VIR: KN Am PY An *146: KN M? ku-pe-se-ro: KN Og? me-to-rera-su-to: KN Og? ne-ri-wa-to: KN Og? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀀𐀖𐀝𐀷𐀲,a-mi-nu-wa-ta,anthroponym  variant spelling? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀖𐀯𐀊,a-mi-si-ja,"""""probable defective spelling of a-mi-ni-si-ja"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀀𐀖𐀵𐀜,a-mi-to-no,"anthroponym Appears as """"a-mi-to-no / pi-ri-te  a-ra-ru-wo-a"""" on KN Ra 1543+. PUG: KN Ra? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀀𐀗,a-mo,"wheel cf. ἃρματα 'chariot'  dative plural of a-mo Iliad IV.365: """"[...] ὑπέρθυμον Διομήδεα ἑσταότ᾽ἔν θ᾽ἵπποισι καὶ ἅρμασι κολλητοισι [...]"""" [...] Diomedes high of heart as he stood his horse and jointed chariot [...] Duhoux 2008 (KN So): """"this word could point to the wheels together with their axle. Its etymological meaning (from the root used in ἀραρίσκω 'fit') must have been 'set of assembled parts'."""" See more on p. 275  nominative plural of a-mo  nominative dual of a-mo Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World (ed. Yves Duhoux and Anna Morpurgo Davies) “Mycenaean Anthology”"
𐀀𐀗𐀂𐀋𐀵,a-mo-i-je-to,probably two words 'chariot'? + 'is being sent' Palmer 1963: TBD (p. 406) Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Palmer Leonard R. 1963 The Interpretation of Mycenaean Greek Texts
𐀀𐀗𐀐𐀩,a-mo-ke-re,(as a-mo-ke-re[-we?])  anthroponym in -klewēs? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀗𐀨𐀔,a-mo-ra-ma,'rations supplies' cf. ἁρμαλιά Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀗𐀲,a-mo-ta,wheels
𐀀𐀗𐀲𐀍,a-mo-ta-jo,anthroponym cf. Ἁρμόστας Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀗𐀳𐀍𐀙𐀆,a-mo-te-jo-na-de,'to the wheelwrights' workshops' allative Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀗𐀳𐀩,a-mo-te-re,"""""probably dative singular or nominative dual of noun in -ter"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀀𐀗𐀳𐀹𐀊,a-mo-te-wi-ja,adjective describing a ewer probably derivative of a-mo-te-wo Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀗𐀳𐀺,a-mo-te-wo,occupational term 'wheelwright' or 'fitter'? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀘𐀲𐀺,a-mu-ta-wo,anthroponym cf. Ἀμυθάων  genitive of a-mu-ta-wo Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀙𐀂𐀲,a-na-i-ta,non decorated
𐀀𐀙𐀏,a-na-ka,anthroponym  dative of a-na-ka or spelling error for wa-na-ka-te Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀙𐀐𐀁,a-na-ke-e,'bring contribute'? cf. ἀνάγω Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀙𐀑𐀴,a-na-ki-ti,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀙𐀗𐀵,a-na-mo-to,'not fitted out' 'wheelless' reference to [[CAPS]]  neuter plural? referring to [[*245]] Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀙𐀗𐀵,a-na-mo-to,not assembled
𐀀𐀙𐀦𐀲,a-na-qo-ta,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀙𐀩𐀄,a-na-re-u,anthroponym *168+SE: KN Pp su-ri-mo: KN Pp Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀙𐀳𐀄,a-na-te-u,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀙𐀵,a-na-to,'not inlaid' opposed to [[a-ja-me-na]] nominative plural feminine  nomiatinve plural feminine with feminine endings in compound adjective  shorter spelling of a-na-i-ta Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀙𐁚,a-na-*82,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀚𐀃,a-ne-o,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀚𐀄𐀅,a-ne-u-da,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀚𐀄𐀳,a-ne-u-te,toponym  variant spelling Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀀𐀚𐀗,a-ne-mo,"'(priestess) of the winds' cf. ἄνεμοι cf. a-ne-mo + i-je-re-ja Hiller 2011: 'for the priestess of the Winds' OLE: KN Fp u-ta-no: KN Fp Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Hiller Stegan 2011 A Companion to Linear B: Mycenaen Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) """"Religion and Cult"""""
